Viernes;1 ; JULIO;155.703;SMR;BOG
Sábado;2 ; JULIO;155.703;SMR;BOG
Domingo;3 ; JULIO;155.703;SMR;BOG
Lunes;4 ; JULIO;354.200;SMR;BOG
Martes;5 ; JULIO;175.600;SMR;BOG
Miércoles;6 ; JULIO;155.703;SMR;BOG
Jueves;7 ; JULIO;155.703;SMR;BOG
Viernes;8 ; JULIO;155.703;SMR;BOG
Sábado;9 ; JULIO;155.703;SMR;BOG
Domingo;10 ; JULIO;155.703;SMR;BOG
Lunes;11 ; JULIO;175.600;SMR;BOG
Martes;12 ; JULIO;155.703;SMR;BOG
Miércoles;13 ; JULIO;155.703;SMR;BOG
Jueves;14 ; JULIO;155.703;SMR;BOG
Viernes;15 ; JULIO;155.703;SMR;BOG
Sábado;16 ; JULIO;155.703;SMR;BOG
Domingo;17 ; JULIO;155.703;SMR;BOG
Lunes;18 ; JULIO;181.900;SMR;BOG
Martes;19 ; JULIO;155.703;SMR;BOG
Miércoles;20 ; JULIO;155.703;SMR;BOG
Jueves;21 ; JULIO;155.703;SMR;BOG
Viernes;22 ; JULIO;155.703;SMR;BOG
Sábado;23 ; JULIO;155.703;SMR;BOG
Domingo;24 ; JULIO;155.703;SMR;BOG
Lunes;25 ; JULIO;165.100;SMR;BOG
Martes;26 ; JULIO;155.703;SMR;BOG
Miércoles;27 ; JULIO;155.703;SMR;BOG
Jueves;28 ; JULIO;155.703;SMR;BOG
Viernes;29 ; JULIO;155.703;SMR;BOG
Sábado;30 ; JULIO;155.703;SMR;BOG
Domingo;31 ; JULIO;155.703;SMR;BOG
Lunes;1 ; AGOSTO;155.703;SMR;BOG
Martes;2 ; AGOSTO;155.703;SMR;BOG
Miércoles;3 ; AGOSTO;155.703;SMR;BOG
Jueves;4 ; AGOSTO;155.703;SMR;BOG
Viernes;5 ; AGOSTO;155.703;SMR;BOG
Sábado;6 ; AGOSTO;155.703;SMR;BOG
Domingo;7 ; AGOSTO;160.900;SMR;BOG
Lunes;8 ; AGOSTO;169.300;SMR;BOG
Martes;9 ; AGOSTO;160.900;SMR;BOG
Miércoles;10 ; AGOSTO;155.703;SMR;BOG
Jueves;11 ; AGOSTO;155.703;SMR;BOG
Viernes;12 ; AGOSTO;155.703;SMR;BOG
Sábado;13 ; AGOSTO;155.703;SMR;BOG
Domingo;14 ; AGOSTO;160.900;SMR;BOG
Lunes;15 ; AGOSTO;312.200;SMR;BOG
Martes;16 ; AGOSTO;165.100;SMR;BOG
Miércoles;17 ; AGOSTO;155.703;SMR;BOG
Jueves;18 ; AGOSTO;155.703;SMR;BOG
Viernes;19 ; AGOSTO;155.703;SMR;BOG
Sábado;20 ; AGOSTO;155.703;SMR;BOG
Domingo;21 ; AGOSTO;155.703;SMR;BOG
Lunes;22 ; AGOSTO;181.900;SMR;BOG
Martes;23 ; AGOSTO;155.703;SMR;BOG
Miércoles;24 ; AGOSTO;155.703;SMR;BOG
Jueves;25 ; AGOSTO;155.703;SMR;BOG
Viernes;26 ; AGOSTO;155.703;SMR;BOG
Sábado;27 ; AGOSTO;155.703;SMR;BOG
Domingo;28 ; AGOSTO;155.703;SMR;BOG
Lunes;29 ; AGOSTO;175.600;SMR;BOG
Martes;30 ; AGOSTO;155.703;SMR;BOG
Miércoles;31 ; AGOSTO;155.703;SMR;BOG
